test_id,test_date,client_ip_id,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,user_agent,isp_name,is_isp,connection_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
8380425050,"2019-07-01 00:00:23","1015795168","45.250.xxx.xxx",24260,24249,8,"Kolkata","India","IN",22.5667,88.3667,"Alliance Broadband Services Pvt. Ltd.","Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0","Futain Trading Co.","0","2","India","IN","West Bengal","WB","Gangarampur",25.400,88.516,196.209,"Gangarampur, West Bengal 733124, India","Gangarampur","locality","India","IN","West Bengal","Dakshin Dinajpur","","733124"
8380425051,"2019-07-01 00:00:23","393170504","116.75.xxx.xxx",34975,4458,13,"Pune","India","IN",18.5203,73.8567,"ICC Netspeed","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Hathway","1","2","India","IN","Maharashtra","MH","Bavdhan",18.513,73.782,4.89188,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411029"
8380425052,"2019-07-01 00:00:23","1071400872","185.44.xxx.xxx",20039,14782,2,"Nizhny Novgorod","Russian Federation","RU",56.3264,44.0078,"Megafon","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","UFANET","1","2","Russia","RU","Nizhny Novgorod Oblast","NIZ","Novopokrovskoye",56.267,44.058,4.55132,"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia","Nizhny Novgorod","locality","Russia","RU","Nizhny Novgorod Oblast","gorod Nizhniy Novgorod","","603062"
8380425054,"2019-07-01 00:00:23","251859565","183.83.xxx.xxx",12325,35248,24,"Hyderabad","India","IN",17.3700,78.4800,"Pioneer Elabs Limited.","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","ACT Fibernet","1","2","India","IN","Telangana","TG","Kothaguda",17.458,78.365,9.73386,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500081"
8380425055,"2019-07-01 00:00:23","2150068257","111.174.xxx.xxx",38110,23528,5,"Wuhan","China","CN",30.5833,114.2833,"China Telecom Wuhan Branch-2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","China Telecom HUBEI","1","2","China","CN","Hubei","HB","Daye",30.083,114.950,52.7289,"Huangshi, Hubei, China","Huangshi","locality","China","CN","Hubei","","",""
8380425056,"2019-07-01 00:00:23","448391525","187.254.xxx.xxx",27787,1521,56,"Queretaro","Mexico","MX",20.5888,-100.3899,"Next Data","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Cablevision S.A. de C.V.","1","2","Mexico","MX","Veracruz","VER","Ciudad Madero",22.275,-97.850,200.86,"Ciudad Madero, Tamaulipas, Mexico","Ciudad Madero","locality","Mexico","MX","Tamaulipas","Ciudad Madero","","89420"
8380425057,"2019-07-01 00:00:23","44934337","81.4.xxx.xxx",94651,8669,5,"Nicosia","Cyprus","CY",35.1667,33.3500,"Cyprus Telecommunications Authority CYTA","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","CYTA","1","2","Cyprus","CY","Larnaca","03","Mosfiloti",34.950,33.429,15.6455,"Mosfiloti, Cyprus","Mosfiloti","locality","Cyprus","CY","Larnaca","","",""
8380425060,"2019-07-01 00:00:23","497603867","73.15.xxx.xxx",5480,4137,22,"San Francisco, CA","United States","US",37.7749,-122.4194,"Unwired","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36","Comcast Cable","1","2","United States","US","California","CA","San Francisco",37.774,-122.419,0,"San Francisco, CA, USA","San Francisco","locality","United States","US","California","San Francisco County","","94122"
8380425069,"2019-07-01 00:00:23","1830470857","42.188.xxx.xxx",4854,28889,8,"Cyberjaya","MY","MY",2.9225,101.6550,"Extreme Broadband","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","TM Net","1","2","Malaysia","MY","Malacca","04","Lubok China",2.450,102.066,43.3238,"Rembau, Negeri Sembilan, Malaysia","Rembau","locality","Malaysia","MY","Negeri Sembilan","Rembau","","71150"
8380425070,"2019-07-01 00:00:23","2150619716","171.240.xxx.xxx",63830,63715,3,"Ho Chi Minh City","Viet Nam","VN",10.7500,106.6667,"HTC-ITC","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Viettel Group","1","2","Vietnam","VN","Ho Chi Minh","SG","Tan Binh",10.802,106.660,3.65984,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","",""
8380425071,"2019-07-01 00:00:23","13532569","68.5.xxx.xxx",69132,36871,8,"Orange County, CA","United States","US",33.6402,-117.6028,"Cox - Orange County","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Cox Communications","1","2","United States","US","California","CA","Irvine",33.692,-117.786,11.1812,"Irvine, CA, USA","Irvine","locality","United States","US","California","Orange County","","92602"
8380425072,"2019-07-01 00:00:23","359611777","14.192.xxx.xxx",80291,44578,18,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Yes 4G","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Maxis Communications","1","4","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.166,101.700,2.2987,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50586"
8380425076,"2019-07-01 00:00:23","587592803","49.206.xxx.xxx",27295,31971,2,"Hyderabad","India","IN",17.3700,78.4800,"ACT Fibernet","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0","ACT Fibernet","1","2","India","IN","Telangana","TG","Malakpet",17.377,78.502,1.58562,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500013"
8380425080,"2019-07-01 00:00:23","169863492","110.38.xxx.xxx",7911,3544,20,"Lahore","Pakistan","PK",31.5758,74.3269,"Jazz","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","Wateen Telecom","1","2","Pakistan","PK","Punjab","PB","Dogran",32.189,74.213,42.9469,"Gujranwala, Pakistan","Gujranwala","locality","Pakistan","PK","Punjab","Gujranwala","",""
8380425085,"2019-07-01 00:00:23","132335924","62.24.xxx.xxx",6634,11289,5,"Nairobi","Kenya","KE",-1.2833,36.8167,"Telkom Kenya Ltd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telkom","1","2","Kenya","KE","Nyeri","36","Gatundu",-0.566,36.916,50.0476,"Kiamuturi, Kenya","Kiamuturi","administrative_area_level_4","Kenya","KE","Murang'a","Kiamuturi","",""
8380425086,"2019-07-01 00:00:23","1870970460","103.59.xxx.xxx",12858,6069,69,"Ranchi","IN","IN",23.3441,85.3096,"Protoact Digital Network Pvt Ltd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Kataria Electronics","0","2","India","IN","Jharkhand","JH","Jamshedpur",22.800,86.183,67.1397,"Jamshedpur, Jharkhand 831001, India","Jamshedpur","locality","India","IN","Jharkhand","East Singhbhum","","831011"
8380425087,"2019-07-01 00:00:23","108905293","188.94.xxx.xxx",105496,98907,4,"Helsinki","Finland","FI",60.1708,24.9375,"DNA Oy","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0","DNA Oyj","1","2","Finland","FI","Uusimaa","18","Helsinki",60.222,24.861,4.46146,"Helsinki, Finland","Helsinki","locality","Finland","FI","Uusimaa","Helsinki","Helsinki","00790"
8380425089,"2019-07-01 00:00:23","2150622704","122.255.xxx.xxx",226373,97680,15,"Bunkyo","Japan","JP",35.7081,139.7522,"IPA CyberLab","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36","Jupiter Telecommunications Co.","1","2","Japan","JP","Tokyo","13","Tokyo",35.685,139.751,1.59832,"Chiyoda, Tokyo, Japan","Chiyoda","locality","Japan","JP","Tokyo","","","100-0001"
8380425090,"2019-07-01 00:00:23","1623602559","197.221.xxx.xxx",2623,635,283,"Tokyo","Japan","JP",35.6833,139.6833,"OPEN Project (via 20G SINET)","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telone PVT Ltd","1","2","Zimbabwe","ZW","Mashonaland West","MW","Chegutu",-18.133,30.150,8029.33,"Chegutu, Zimbabwe","Chegutu","administrative_area_level_2","Zimbabwe","ZW","Mashonaland West","Chegutu","",""
8380425092,"2019-07-01 00:00:23","91219197","112.202.xxx.xxx",56906,58094,1,"Quezon City","Philippines","PH",14.6300,121.0300,"PLDT","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Philippine Long Distance Telephone","1","2","Philippines","PH","Metro Manila","00","Nagkaisang Nayon",14.725,121.027,6.62859,"Quezon City, Metro Manila, Philippines","Quezon City","locality","Philippines","PH","Metro Manila","","",""
8380425093,"2019-07-01 00:00:23","494399460","125.209.xxx.xxx",5419,3779,4,"Lahore","Pakistan","PK",31.5758,74.3269,"Multinet Pakistan","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Multinet Pakistan Pvt.","1","2","Pakistan","PK","Punjab","PB","Okara",30.808,73.445,74.4165,"Okara, Pakistan","Okara","administrative_area_level_3","Pakistan","PK","Punjab","District Okara","Okara",""
8380425095,"2019-07-01 00:00:23","381270166","172.4.xxx.xxx",745654,920634,3,"Los Angeles, CA","United States","US",34.0500,-118.2500,"Bel Air Internet LLC","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","AT&T U-verse","1","2","United States","US","California","CA","Irvine",33.692,-117.786,36.3388,"Irvine, CA, USA","Irvine","locality","United States","US","California","Orange County","","92614"
8380425100,"2019-07-01 00:00:23","809420032","221.192.xxx.xxx",20661,2747,44,"Tianjin","China","CN",39.3434,117.3616,"Beijing Connect Trunk","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/1.2.3 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Unicom Hebei","1","2","China","CN","Hebei","HE","Yaocheng",37.332,114.701,200.426,"Xingtai, Hebei, China","Xingtai","locality","China","CN","Hebei","","",""
8380425102,"2019-07-01 00:00:23","34592516","77.34.xxx.xxx",9684,10441,16,"Khabarovsk","Russian Federation","RU",48.4770,135.0941,"Rostelecom","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Rostelecom","1","2","Russia","RU","Primorsky Krai","PRI","Shtykovo",43.389,132.361,375.614,"Shkotovsky District, Primorsky Krai, Russia","Shkotovsky District","administrative_area_level_2","Russia","RU","Primorsky Krai","Shkotovsky District","","692841"
8380425105,"2019-07-01 00:00:23","1645802807","156.216.xxx.xxx",300,382,37,"Giza","Egypt","EG",30.0131,31.2089,"we","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170","TE Data","1","2","Egypt","EG","Gharbia Governorate","GH","Tanta",30.791,30.998,55.2644,"Mansheyat Al Awqaf, Tanta, Gharbia Governorate, Egypt","Mansheyat Al Awqaf","administrative_area_level_3","Egypt","EG","Gharbia Governorate","Tanta","Mansheyat Al Awqaf",""
8380425106,"2019-07-01 00:00:23","80637099","94.97.xxx.xxx",1838,2539,68,"Yanbu","Saudi Arabia","SA",24.0232,38.1900,"Saudi Telecom Company (STC)","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","SaudiNet","1","2","Saudi Arabia","SA","Makkah Province","02","Jeddah",21.516,39.219,185.37,"Jeddah Saudi Arabia","Jeddah","locality","Saudi Arabia","SA","Makkah Province","","","23231"
8380425107,"2019-07-01 00:00:23","145061830","88.74.xxx.xxx",6968,1431,40,"Frankfurt","Germany","DE",50.1109,8.6821,"Gemnet LLC","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:67.0) Gecko/20100101 Firefox/67.0","Vodafone DSL","1","2","Germany","DE","Hesse","HE","Bad Homburg",50.216,8.616,7.87113,"Bad Homburg, Germany","Bad Homburg","locality","Germany","DE","Hesse","Darmstadt","Hochtaunuskreis","61348"
8380425109,"2019-07-01 00:00:23","1652765821","158.140.xxx.xxx",87929,95510,1,"Jakarta","Indonesia","ID",-6.1745,106.8227,"My Republic Indonesia","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","My Republic ID","1","2","Indonesia","ID","Special Capital Region of Jakarta","JK","Kebayoran Lama Selatan",-6.248,106.786,5.69539,"South Jakarta, South Jakarta City, Special Capital Region of Jakarta, Indonesia","South Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","South Jakarta City","","12240"
8380425113,"2019-07-01 00:00:23","1697487335","202.14.xxx.xxx",7899,7437,29,"Jalandhar","India","IN",31.3260,75.5762,"ApnaTeleLink Pvt Ltd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Netplus Broadband Services Private Limited","1","2","India","IN","Punjab","PB","Fatehabad",31.382,75.100,28.3991,"Khadur Sahib, Punjab 143117, India","Khadur Sahib","locality","India","IN","Punjab","Amritsar","","143117"
8380425115,"2019-07-01 00:00:23","2150384735","124.183.xxx.xxx",43961,18313,10,"Brisbane","Australia","AU",-27.4728,153.0278,"AARNet","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telstra Internet","1","2","Australia","AU","Queensland","QLD","Camp Mountain",-27.400,152.883,10.2062,"Camp Mountain QLD 4520, Australia","Camp Mountain","locality","Australia","AU","Queensland","Moreton Bay Regional","","4520"
8380425116,"2019-07-01 00:00:23","697741812","85.159.xxx.xxx",39630,29000,2,"Amman","Jordan","JO",31.9500,35.9333,"Umniah Mobile Company","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Umniah Mobile Company PLC","1","4","Jordan","JO","Mafraq","MA","Mafraq",32.342,36.208,31.5818,"Al-Badiah Ash-Shamaliyah District, Jordan","Al-Badiah Ash-Shamaliyah District","administrative_area_level_2","Jordan","JO","Mafraq","Al-Badiah Ash-Shamaliyah District","",""
8380425117,"2019-07-01 00:00:23","791348001","178.168.xxx.xxx",87312,77485,12,"Grodno","Belarus","BY",53.6667,23.8333,"BYFLY","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36 OPR/63.0.3359.0 (Edition developer)","Mobile TeleSystems JLLC","1","4","Belarus","BY","Grodno Region","HR","Ostryna",53.732,24.530,28.9077,"Shchuchyn District, Belarus","Shchuchyn District","administrative_area_level_2","Belarus","BY","Grodno Region","Shchuchyn District","",""
8380425119,"2019-07-01 00:00:23","325991626","176.125.xxx.xxx",90924,86,2,"Alexandrov","Russia","RU",56.3916,38.7138,"Trytek","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Trytech Ltd.","1","2","Russia","RU","Vladimir Oblast","VLA","Aleksandrov",56.400,38.716,0.591561,"Alexandrovsky District, Vladimir Oblast, Russia","Alexandrovsky District","administrative_area_level_2","Russia","RU","Vladimir Oblast","Alexandrovsky District","","601655"
8380425122,"2019-07-01 00:00:23","254031926","176.195.xxx.xxx",17336,13781,3,"Moscow","Russian Federation","RU",55.7517,37.6178,"Orange Business Services, Russia & CIS","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36","Net By Net Holding LLC","1","2","Russia","RU","Moscow","MOW","Vagonoremont",55.904,37.560,10.7731,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","125412"
8380425124,"2019-07-01 00:00:23","878319142","125.162.xxx.xxx",1788,918,9,"Denpasar","Indonesia","ID",-8.6500,115.2167,"PT. Telekomunikasi Indonesia","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","PT TELKOM INDONESIA","1","2","Indonesia","ID","Bali","BA","Bangli",-8.450,115.350,16.5686,"Nyalian, Banjarangkan, Klungkung RegencyBanjarankan, Bali, Indonesia","Nyalian","administrative_area_level_4","Indonesia","ID","Bali","Klungkung Regency","Banjarangkan, Nyalian","80752"
8380425127,"2019-07-01 00:00:23","338336204","180.222.xxx.xxx",364,1325,206,"Sydney","Australia","AU",-33.8600,151.2111,"Telstra","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telsat Broadband Limited","1","2","Vanuatu","VU","Shefa Province","SEE","Port Vila",-17.733,168.316,1537.77,"Vanuatu","Vanuatu","country","Vanuatu","VU","","","",""
8380425130,"2019-07-01 00:00:24","117452131","194.187.xxx.xxx",42889,26815,1,"Kiev","Ukraine","UA",50.4500,30.5233,"lifecell","Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0","KIEVLINE LLC","1","2","Ukraine","UA","Kyivs'ka oblast","32","Hnidyn",50.329,30.710,11.7593,"Boryspil's'kyi district, Kyivs'ka oblast, Ukraine","Boryspil's'kyi district","administrative_area_level_2","Ukraine","UA","Kyivs'ka oblast","Boryspil's'kyi district","",""
8380425133,"2019-07-01 00:00:24","45010517","81.17.xxx.xxx",5092,613,6,"Baku","Azerbaijan","AZ",40.3952,49.8822,"Bakcell LTD","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Baktelekom","1","2","Azerbaijan","AZ","Baku","BA","Baku",40.395,49.882,0.007124,"Baku, Azerbaijan","Baku","locality","Azerbaijan","AZ","Baku","","",""
8380425134,"2019-07-01 00:00:24","2143606131","80.49.xxx.xxx",915147,102339,9,"Warsaw","Poland","PL",52.2323,21.0084,"Orange Polska S.A.","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.90 Safari/537.36","Orange Polska","1","2","Poland","PL","Silesian Voivodeship","SL","Bielsko-Biala",49.822,19.046,187.249,"43, Poland","Bielsko-Biala","locality","Poland","PL","Silesian Voivodeship","Bielsko-Biała","Bielsko-Biała","43"
8380425135,"2019-07-01 00:00:24","1476604608","103.56.xxx.xxx",789,308,26,"Chennai","India","IN",13.0827,80.2707,"Vodafone India","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:67.0) Gecko/20100101 Firefox/67.0","C. B. Mor Cellular","0","4","India","IN","Andhra Pradesh","AP","Chandragiri",13.583,79.316,72.9509,"Chittoor, Andhra Pradesh, India","Chittoor","administrative_area_level_2","India","IN","Andhra Pradesh","Chittoor","","517505"
8380425144,"2019-07-01 00:00:24","983982230","117.136.xxx.xxx",10220,6154,26,"Nanning","China","CN",22.8167,108.3167,"GX ChinaMobile","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/1.2.2 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Mobile Guangdong","1","4","China","CN","Guangxi","GX","Guilin",25.283,110.283,211.037,"Guilin, Guangxi, China","Guilin","locality","China","CN","Guangxi","","","541213"
8380425145,"2019-07-01 00:00:24","2150180037","60.26.xxx.xxx",40196,21363,8,"Tianjin","China","CN",39.3434,117.3616,"Beijing Connect Trunk","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/1.2.2 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Unicom Tianjin","1","2","China","CN","Tianjin","TJ","Tianjin",39.142,117.176,17.0822,"Tianjin, Tianjin, China","Tianjin","locality","China","CN","Tianjin","","","300071"
8380425150,"2019-07-01 00:00:24","1324371925","195.91.xxx.xxx",14645,14432,9,"Moscow","Russia","RU",55.7517,37.6178,"MosLine Group LLC","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Cronyx Plus Ltd.","1","2","Russia","RU","Moscow","MOW","Moscow",55.752,37.615,0.0923921,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","109012"
8380425151,"2019-07-01 00:00:24","529315900","87.64.xxx.xxx",46751,3752,15,"Roubaix","France","FR",50.7000,3.1700,"ePlay TV","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko","Skynet Belgium","1","2","Belgium","BE","Flanders","VLG","Sint-Martens-Latem",51.016,3.633,29.8177,"Sint-Martens-Latem, Belgium","Sint-Martens-Latem","locality","Belgium","BE","Flanders","East Flanders","","9830"
8380425155,"2019-07-01 00:00:24","447768788","61.12.xxx.xxx",3791,3605,3,"Bangalore","India","IN",12.9833,77.5833,"TTN Broadband","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Tata Teleservices ISP","1","2","India","IN","Karnataka","KA","Bengaluru",12.983,77.583,0.00692667,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560001"
8380425158,"2019-07-01 00:00:24","248345568","176.32.xxx.xxx",25686,4795,125,"Arezzo","Italy","IT",43.4667,11.8833,"Aruba S.p.A.","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Linkem spa","1","2","Italy","IT","Unknown","??",\N,43.147,12.109,24.8221,"Italy","Italy","country","Italy","IT","","","",""
8380425161,"2019-07-01 00:00:24","1423691102","202.53.xxx.xxx",10881,93090,2,"Brisbane","Australia","AU",-27.4728,153.0278,"Telstra","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","TPG Internet","1","2","Australia","AU","Queensland","QLD","Coombabah",-27.910,153.370,36.8651,"Coombabah QLD, Australia","Coombabah","locality","Australia","AU","Queensland","Gold Coast City","","4216"
8380425162,"2019-07-01 00:00:24","1288338778","37.111.xxx.xxx",8062,2601,64,"Lahore","Pakistan","PK",31.5758,74.3269,"PTCL BROADBAND","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","Telenor Pakistan (Pvt)","0","4","Pakistan","PK","Punjab","PB","Nankana Sahib",31.447,73.697,38.1791,"Nankana Sahib, Pakistan","Nankana Sahib","administrative_area_level_3","Pakistan","PK","Punjab","Nankana Sahib","Nankana Sahib",""
8380425166,"2019-07-01 00:00:24","51925231","83.151.xxx.xxx",5038,7308,52,"Yoshkar-ola","Russia","RU",56.6333,47.8667,"Rostelecom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","MTS PJSC","1","4","Russia","RU","Tatarstan","TA","Naberezhnyye Chelny",55.725,52.411,185.846,"Naberezhnye Chelny, Tatarstan, Russia","Naberezhnye Chelny","locality","Russia","RU","Tatarstan","gorod Naberezhnye Chelny","","423800"
8380425170,"2019-07-01 00:00:24","178710652","82.54.xxx.xxx",49032,48919,7,"Saluzzo","Italy","IT",44.6445,7.4927,"I.S.I.Line s.r.l.","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170","Telecom Italia Mobile","1","2","Italy","IT","Piedmont","21","San Paolo",45.050,7.633,28.8835,"Turin, Italy","Turin","locality","Italy","IT","Piedmont","Metropolitan City of Turin","Turin","10141"
8380425173,"2019-07-01 00:00:24","302571425","117.223.xxx.xxx",5348,219,92,"Kolkata","India","IN",22.5726,88.3639,"Xfinity Datacom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","BSNL","1","2","India","IN","Jharkhand","JH","Jamshedpur",22.800,86.183,140.048,"Jamshedpur, Jharkhand 831001, India","Jamshedpur","locality","India","IN","Jharkhand","East Singhbhum","","831001"
8380425182,"2019-07-01 00:00:24","185885591","183.82.xxx.xxx",18075,18584,29,"Aurangabad","India","IN",19.8762,75.3433,"LinkNet Broadband Pvt Ltd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","ACT Fibernet","1","2","India","IN","Unknown","??",\N,20.000,77.000,108.065,"India","India","country","India","IN","","","",""
8380425188,"2019-07-01 00:00:24","819518076","176.59.xxx.xxx",3655,6458,10,"Moscow","Russian Federation","RU",55.7517,37.6178,"Rostelecom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","T2 Mobile LLC","1","4","Russia","RU","Moscow","MOW","Moscow",55.752,37.615,0.0923921,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","109012"
