test_id,iphone_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,pre_connection_type,post_connection_type,isp_name,is_isp,network_operator_name,iso_country_code,mcc,mnc,model,version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address,client_latitude_start,client_longitude_start,location_type_start
3319393224,160155548,"2019-07-01 00:00:05","49.197.xxx.xxx",148822,8338,23,"Brisbane","Australia","AU",-27.4728,153.0278,"APNIC Pty Ltd","Australia","AU","Queensland","QLD","Mackenzie",-27.540,153.117,7.21343,12,12,"Optus","1","OPTUS","AU","505","2","iPhone 7","12.1.4",1,"Mackenzie QLD 4156, Australia","Mackenzie","locality","Australia","AU","Queensland","Brisbane City","","4156","","","",0
3319393233,170654346,"2019-07-01 00:00:06","182.232.xxx.xxx",112633,48347,21,"Bangkok","Thailand","TH",13.7500,100.4833,"AWN","Thailand","TH","Bangkok","10","Bangkok",13.777,100.575,6.46808,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 7 Plus","12.3.1",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10310","","13.77718","100.57542",1
3319393235,170546058,"2019-07-01 00:00:06","203.144.xxx.xxx",3375,19374,23,"Phnom Penh","Cambodia","KH",11.5500,104.9167,"Metfone","Cambodia","KH","Phnom Penh","12","Phnom Penh",11.566,104.897,1.71693,12,12,"Cambodian ISP, Country Wide, Wireless IAP","0","Carrier","KH","456","1","iPhone 8 Plus","12.3.2",1,"Phnom Penh 12000, Cambodia","Phnom Penh","locality","Cambodia","KH","Phnom Penh","","","","","11.56620","104.89751",1
3319393242,80405133,"2019-07-01 00:00:06","175.176.xxx.xxx",50193,13102,129,"Pasig City","Philippines","PH",14.5823,121.0851,"PLDT","Philippines","PH","Metro Manila","00","Pasig",14.561,121.085,1.44192,12,12,"Smart Broadband","1","Smart","PH","515","3","iPhone 6 Plus","12.3.1",1,"Pasig, Metro Manila, Philippines","Pasig","locality","Philippines","PH","Metro Manila","","","","","14.56165","121.08814",1
3319393244,168191370,"2019-07-01 00:00:06","223.184.xxx.xxx",26604,5793,45,"Vadodara","India","IN",22.3000,73.2000,"NEXTECH BROADBAND PVT LTD","India","IN","Gujarat","GJ","Vadodara",22.296,73.197,0.269829,12,12,"BHARTI Airtel","1","AirTel","IN","404","98","iPhone 6S Plus","12.3.1",1,"Vadodara, Gujarat, India","Vadodara","locality","India","IN","Gujarat","Vadodara","","390001","","22.29587","73.19454",1
3319393245,118947659,"2019-07-01 00:00:06","49.197.xxx.xxx",48889,6746,46,"Sydney","Australia","AU",-33.8600,151.2111,"Vocus Communications","Australia","AU","Queensland","QLD","Brisbane",-27.473,153.021,454.691,12,12,"Optus","1","OPTUS","AU","505","2","iPad Air 2","12.3.1",2,"South Brisbane QLD 4101, Australia","South Brisbane","locality","Australia","AU","Queensland","Brisbane City","","4101","","-27.47320","153.02150",2
3319393271,87021630,"2019-07-01 00:00:08","148.252.xxx.xxx",20849,4592,36,"London","Great Britain","GB",51.5171,-0.1062,"Redraw Internet","United Kingdom","GB","London Borough of Richmond upon Thames","RIC","Richmond",51.485,-0.282,7.89735,12,12,"Vodafone","1","vodafone UK","GB","234","15","iPhone SE","12.3.1",1,"Richmond, Greater London TW9, UK","Richmond","locality","United Kingdom","GB","England","Greater London","London Borough of Richmond upon Thames","TW9","","51.48632","-0.28247",1
3319393274,152471148,"2019-07-01 00:00:08","109.41.xxx.xxx",53969,5598,29,"Hamburg","Germany","DE",53.5653,10.0014,"Vodafone Deutschland","Germany","DE","Hamburg","HH","Hamburg",53.561,9.994,0.389999,12,12,"Vodafone GmbH","1","Vodafone.de","DE","262","2","iPhone XS","12.3.1",1,"Hamburg, Germany","Hamburg","locality","Germany","DE","Hamburg","","","20354","","53.56117","9.99490",1
3319393275,157333921,"2019-07-01 00:00:08","109.139.xxx.xxx",160450,58438,22,"Brussels","Belgium","BE",50.8500,4.3500,"Proximus","Belgium","BE","Walloon Region","WAL","Charleroi",50.415,4.452,30.3998,12,12,"Skynet Belgium","1","Proximus","BE","206","1","iPhone XS Max","13.0",1,"Charleroi, Belgium","Charleroi","locality","Belgium","BE","Walloon Region","Hainaut","","6000","","50.41537","4.45281",1
3319393277,170539283,"2019-07-01 00:00:09","31.219.xxx.xxx",277,45108,248,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE","United Arab Emirates","AE","Dubai","DU","Dubai",25.263,55.308,1.06894,12,12,"Emirates Telecommunications Corporation","1","etisalat","AE","424","2","iPhone XS Max","12.3.1",2,"Dubai - Dubai - United Arab Emirates","Dubai","locality","United Arab Emirates","AE","Dubai","","","","","25.26330","55.30870",2
3319393279,130625448,"2019-07-01 00:00:09","92.97.xxx.xxx",39286,36275,12,"Muscat","Oman","OM",23.6100,58.5400,"AWASR","United Arab Emirates","AE","Dubai","DU","Dubai",25.256,55.424,226.866,2,12,"Emirates Telecommunications Corporation","1","du","AE","424","3","iPhone X","12.3.1",1,"Dubai - Dubai - United Arab Emirates","Dubai","locality","United Arab Emirates","AE","Dubai","","","","","25.25645","55.42410",1
3319393284,146151052,"2019-07-01 00:00:09","42.153.xxx.xxx",1406,4500,23,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"webe Digital Sdn Bhd","Malaysia","MY","Selangor","10","Petaling Jaya",3.107,101.629,2.16694,12,12,"Webe Digital Sdn. Bhd.","1","Carrier","my","502","153","iPhone 6S","12.2",2,"Petaling Jaya, Selangor, Malaysia","Petaling Jaya","locality","Malaysia","MY","Selangor","Petaling","","46100","","3.10710","101.62960",2
3319393286,133781852,"2019-07-01 00:00:09","46.125.xxx.xxx",13397,2906,43,"Vienna","Austria","AT",48.2082,16.3738,"Onstage Online GmbH","Austria","AT","Vienna","9","Vienna",48.195,16.362,1.04884,6,6,"T-Mobile Austria GmbH","1","Carrier","AT","232","13","iPhone X","12.3.1",1,"Vienna, Austria","Vienna","locality","Austria","AT","Vienna","","","1040","","48.19519","16.36211",1
3319393287,97185143,"2019-07-01 00:00:09","101.9.xxx.xxx",114988,31093,17,"Taipei","Taiwan","TW",25.0333,121.5333,"kbro Co., Ltd.","Taiwan","TW","Taipei City","TPE","Taipei",25.060,121.647,7.38426,12,12,"Taiwan Mobile","1","台湾大哥大","TW","466","97","iPhone 7 Plus","12.4",1,"New Taipei, Banqiao District, New Taipei City, Taiwan","New Taipei","locality","Taiwan","TW","New Taipei City","Luzhou District","","221","","25.06095","121.64712",1
3319393292,103340070,"2019-07-01 00:00:09","31.13.xxx.xxx",5016,8621,51,"Yoshkar-ola","Russia","RU",56.6333,47.8667,"Rostelecom","Russia","RU","Chuvashia Republic","CU","Cheboksary",56.112,47.243,43.2473,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone 7","12.4",1,"Cheboksary, Chuvashia Republic, Russia","Cheboksary","locality","Russia","RU","Chuvashia Republic","gorod Cheboksary","","428003","","56.11342","47.23925",1
3319393299,129426094,"2019-07-01 00:00:10","110.54.xxx.xxx",1202,567,35,"Imus","Philippines","PH",14.4000,120.9333,"Globe Telecom","Philippines","PH","Metro Manila","00","Las Pinas",14.453,120.975,4.65782,12,12,"Globe Telecom","1","Globe","PH","515","2","iPhone X","12.3.1",1,"Las Pinas, Metro Manila, Philippines","Las Pinas","locality","Philippines","PH","Metro Manila","","","","","14.45324","120.97587",1
3319393306,89404133,"2019-07-01 00:00:11","175.176.xxx.xxx",17907,17736,28,"Mandaluyong","Philippines","PH",14.5800,121.0000,"Globe Telecom","Philippines","PH","Central Luzon","03","Malabon",14.684,120.942,8.16682,12,12,"Smart Broadband","1","Smart","PH","515","3","iPhone 6S","12.3.1",1,"Malabon, Metro Manila, Philippines","Malabon","locality","Philippines","PH","Central Luzon","Bulacan","","","","14.68431","120.94283",1
3319393310,141799136,"2019-07-01 00:00:11","42.111.xxx.xxx",32087,10775,131,"Lucknow","India","IN",26.8500,80.9200,"Vodafone India","India","IN","Chhattisgarh","CT","Korba",22.410,82.761,328.207,12,12,"Vodafone India","1","Vodafone India","IN","404","84","iPhone X","12.3.1",1,"Balco, Chhattisgarh 495684, India","Balco","locality","India","IN","Chhattisgarh","Korba","","495684","","22.41002","82.76180",1
3319393334,161658822,"2019-07-01 00:00:13","175.158.xxx.xxx",112528,6198,67,"Cagayan de Oro City","Philippines","PH",8.4833,124.6500,"PLDT","Philippines","PH","Zamboanga Peninsula","09","Diplahan",7.638,123.199,115.235,1,0,"Smart Broadband","1","Smart","PH","515","3","iPhone 6S","12.3.1",1,"Lapuyan, Zamboanga del Sur, Philippines","Lapuyan","locality","Philippines","PH","Zamboanga Peninsula","Zamboanga del Sur","","","","7.63842","123.19983",1
3319393337,45526175,"2019-07-01 00:00:13","39.13.xxx.xxx",36980,9381,30,"Taipei","Taiwan","TW",25.0333,121.5333,"CNS","Taiwan","TW","Taipei City","TPE","Taipei",25.047,121.566,2.27569,12,12,"FarEasTone","1","遠傳電信","TW","466","1","iPhone 6 Plus","12.4",1,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","110","","25.04702","121.56631",1
3319393339,142334304,"2019-07-01 00:00:14","223.24.xxx.xxx",32847,17231,40,"Surat Thani","Thailand","TH",9.1333,99.3317,"DTAC","Thailand","TH","Surat Thani","84","Kanchanadit",9.161,99.493,11.1898,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 6","12.3.1",1,"Phaiwat, Kanchanadit District, Surat Thani, Thailand","Phaiwat","locality","Thailand","TH","Surat Thani","Kanchanadit District","","84160","","9.16124","99.49314",1
3319393344,166696537,"2019-07-01 00:00:14","5.41.xxx.xxx",23696,27692,60,"Qassim","Saudi Arabia","SA",25.8275,42.8638,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Hail Province","06","Baq`a' ash Sharqiyah",27.910,42.399,146.885,12,12,"SaudiNet","1","STC","SA","420","1","iPhone XS Max","12.1.4",1,"Baqaa Saudi Arabia","Baqaa","locality","Saudi Arabia","SA","Hail Province","","","53962","","","",0
